descripcion	canntidad	valor	fecha							
GELATINA ALPIN   	1	2150	22/04/2025							
MAYONEZA COMAP   	1	9500	22/04/2025							
GALLETA TOSH M   	1	8100	22/04/2025							
AGUA CRISTAL 6   	1	3800	22/04/2025							
DORITOS X 34 G   	1	2000	22/04/2025							
HUEVO AA X 30    	1	15250	22/04/2025							
SPAGUETTI DORI   	1	4100	22/04/2025							
GASEOSA POSTOB   	1	12450	22/04/2025							
GALLETA CHOKIS   	1	1700	22/04/2025							
CEREAL BUENOS    	1	15100	22/04/2025							
PH SCOTT X 4 C   	1	6900	22/04/2025							
RAMITO  X 2      	1	1750	22/04/2025							
BLANCOX REP RE   	1	1600	22/04/2025							
HUEVO EXTRA X    	1	16950	22/04/2025							
AZUCAR RIOPAIL   	1	5300	22/04/2025							
AGUA PURA CON    	1	3500	22/04/2025							
GALLETA SALTIN   	1	11150	22/04/2025							
PONQUE RAMO TR   	1	5700	22/04/2025							
HUEVO X 15 UND   	1	8550	22/04/2025							
LECHE ALPINA E   	1	5900	22/04/2025							
BRETA?A NO RET   	1	2500	22/04/2025							
HIT 500 UNIDAD   	1	2500	22/04/2025							
ROTHMANS GRIS    	1	5600	22/04/2025							
CHOCOLATINA JE   	1	900	22/04/2025							
AGUA CRISTAL 6   	1	3800	22/04/2025							
ARVEJA VERDE S   	1	2600	22/04/2025							
CREMA COLGATE    	1	3700	22/04/2025							
ALIM GATOS DON   	1	6250	22/04/2025							
DETODITO 4 BBQ   	1	2900	22/04/2025							
HUEVO X 15 UND   	1	8550	22/04/2025							
SEVEN H2O LIMO   	1	1200	22/04/2025							
AROMATICA JAIB   	4	10100	22/04/2025							
PALETA COMBINA   	2	1700	22/04/2025							
GALLETA CLUB S   	1	850	22/04/2025							
HUEVO EXTRA X    	1	16950	22/04/2025							
HUEVO EXTRA X    	1	16950	22/04/2025							
HUEVO EXTRA X    	1	16950	22/04/2025							
COLADA MAIZENA   	1	1700	22/04/2025							
PANELADA CON S   	1	1300	22/04/2025							
ALPINITO FRUTO   	1	2250	22/04/2025							
LECHE COORA DE   	1	4800	22/04/2025							
YOGO PREMIO ME   	1	3300	22/04/2025							
GALLETA OREO S   	1	1000	22/04/2025							
JUGO HIT SURTI   	1	4000	22/04/2025							
MARGARINA PREF   	1	3350	22/04/2025							
ATUN DON SANCH   	1	2900	22/04/2025							
ATUN DON SANCH   	1	2900	22/04/2025							
ARROZ BLANQUIT   	1	4500	22/04/2025							
HUEVO EXTRA X    	1	16950	22/04/2025							
SH HYS SOBRE X   	1	1050	22/04/2025							
SH HYS SOBRE X   	1	1050	22/04/2025							
SH HYS SOBRE X   	1	1050	22/04/2025							
BOLSA PARA EMP   	1	300	22/04/2025							
PH SCOTT INNOV   	1	3650	22/04/2025							
PH SCOTT INNOV   	1	3650	22/04/2025							
LASAGNA LA MU?   	1	5900	22/04/2025							
PAPA SUPER RIC   	1	2100	22/04/2025							
AZUCAR RIOPAIL   	1	13650	22/04/2025							
ACEITE SOLISOY   	1	14700	22/04/2025							
PH FAMILIA EXP   	1	9900	22/04/2025							
LENTEJA COORAT   	1	4100	22/04/2025							
BOLSA PARA EMP   	1	300	22/04/2025							
HUEVO EXTRA X    	1	16950	22/04/2025							
HUEVO AA X 30    	1	15250	22/04/2025							
AGUA PURA CON    	1	3500	22/04/2025							
TOALLITAS WINN   	1	3550	22/04/2025							
TH NOSOTRAS IN   	1	13950	22/04/2025							
GEL EGO ATTRAC   	1	1200	22/04/2025							
GOLOCHIPS        	1	1250	22/04/2025							
CHEESETRIS FAM   	1	3000	22/04/2025							
PONQUE RAMITO    	1	7250	22/04/2025							
NUTRIKIDS PQTE   	1	13700	22/04/2025							
LONJA DE BOCAD   	1	1850	22/04/2025							
WAFER NUCITA I   	1	4950	22/04/2025							
HUEVO AA X 30    	1	15250	22/04/2025							
NOSOTRAS EXTRA   	1	3850	22/04/2025							
BOLSA PARA EMP   	1	300	22/04/2025							
JABON REY X 30   	1	2800	22/04/2025							
UVA PASA X 60    	1	1400	22/04/2025							
AZUCAR MANUELI   	1	2600	22/04/2025							
LECHE COORA DE   	1	4800	22/04/2025							
ARROZ FLOR HUI   	1	2300	22/04/2025							
ARROZ FLOR HUI   	1	2300	22/04/2025							
CANELA MOLIDA    	1	2500	22/04/2025							
BOLSA PARA EMP   	1	300	22/04/2025							
BUBBALOO X UND   	1	200	22/04/2025							
HUEVO X 15 UND   	1	8550	22/04/2025							
CHEESE TRIS QU   	1	1600	22/04/2025							
MONELLO GATO A   	1	22100	22/04/2025							
BOCADILLO COMB   	1	1000	22/04/2025							
CHEETOS FLAMIN   	1	3000	22/04/2025							
TOSTADA GUADAL   	1	7500	22/04/2025							
ATUN DON SANCH   	1	10450	22/04/2025							
LECHE COORA DE   	1	28550	22/04/2025							
PAX CALIENTE L   	1	2500	22/04/2025							
ARROZ COORATIE   	1	12600	22/04/2025							
WAFER NUCITA I   	1	4950	22/04/2025							
SUNTEA DURAZNO   	1	8400	22/04/2025							
ELECTROLIC SUR   	1	7500	22/04/2025							
LECHE ALQUERIA   	1	6850	22/04/2025							
KUMIS ALPINA V   	1	3300	22/04/2025							
JUGO CITRUS X    	1	3200	22/04/2025							
TRIDENT EVUP S   	1	4000	22/04/2025							
PAPA MARGARITA   	1	2200	22/04/2025							
POPETAS FAMILI   	1	4200	22/04/2025							
AGUA CRISTAL 6   	1	3800	22/04/2025							
COCA COLA 1.5    	1	5700	22/04/2025							
PAPA FROZZEN C   	2	13700	22/04/2025							
YUCA DE LIBRA    	1	4500	22/04/2025							
SALCHICHON TRA   	1	2650	22/04/2025							
DETODITO NATUR   	1	13550	22/04/2025							
BROWNIE MR. BR   	1	3000	22/04/2025							
PAN TAJADO EL    	1	5000	22/04/2025							
JAMON RICA IDE   	1	9850	22/04/2025							
QUESO D.CREMA    	1	7450	22/04/2025							
PAN TAJADO EL    	1	5000	22/04/2025							
GOMAS TRULULU    	1	2000	22/04/2025							
CIFRUT FRUIT P   	1	3650	22/04/2025							
SUERO COSTE?O    	1	3600	22/04/2025							
HUEVO A BOLSA    	1	2500	22/04/2025							
VANISH LIQUIDO   	1	4500	23/04/2025							
BLANQUEADOR CO   	1	2950	23/04/2025							
RAID MATA PULG   	1	18450	23/04/2025							
PH FAMILIA EXP   	1	9900	23/04/2025							
WHISKAS POUCH    	1	3300	23/04/2025							
WHISKAS POUCH    	1	3300	23/04/2025							
MIRRINGO X 1 K   	1	10550	23/04/2025							
GALLETAS DE LE   	1	5150	23/04/2025							
PAN TAJADO GUA   	1	7000	23/04/2025							
ACEITE CAMPO S   	1	19350	23/04/2025							
HARINA DE TRIG   	2	4000	23/04/2025							
PILA EVEREADY    	2	3500	23/04/2025							
ENCENDEDOR TOK   	1	1600	23/04/2025							
HUEVO EXTRA UN   	5	600	23/04/2025							
SPARKIES LINEA   	1	200	23/04/2025							
COCA COLA 250    	1	1750	23/04/2025							
CRESPAS          	1	900	23/04/2025							
HUEVO AA X 30    	1	15250	23/04/2025							
YOGO PREMIO  F   	1	3300	23/04/2025							
YOGURT DE FRES   	1	2500	23/04/2025							
CRESPAS          	1	900	23/04/2025							
LECHE CONDENSA   	1	9000	23/04/2025							
GELATINA SIN S   	1	3500	23/04/2025							
GELATINA SIN S   	1	3500	23/04/2025							
CREMA DE LECHE   	1	10000	23/04/2025							
SOPA DE LENTEJ   	1	3350	23/04/2025							
ARROZ ROA ARRO   	1	53250	23/04/2025							
GARBANZO COORA   	1	4950	23/04/2025							
LECHE ALQUERIA   	1	6850	23/04/2025							
ALIMENTO LACTE   	1	3100	23/04/2025							
CALDO MAGGI UN   	1	500	23/04/2025							
AGUA BRISA MAN   	1	4000	23/04/2025							
DETER ARIEL RE   	1	5500	23/04/2025							
DET DERSA BICA   	1	9550	23/04/2025							
AVENA TONING H   	1	9100	23/04/2025							
PAPA MARGARITA   	1	2900	23/04/2025							
BON YURT ALPIN   	1	3900	23/04/2025							
VANISH LIQUIDO   	1	2300	23/04/2025							
SAL REFISAL X    	1	1300	23/04/2025							
QUESO PARMESAN   	1	11550	23/04/2025							
CREMA DE LECHE   	1	5100	23/04/2025							
MAYONESA SACHE   	1	1600	23/04/2025							
QUESO MOZARREL   	1	10350	23/04/2025							
ATUN ACEITE GI   	1	5200	23/04/2025							
ATUN VAN CAMPS   	1	17750	23/04/2025							
QUATRO PET 3 L   	1	6300	23/04/2025							
SALCHICHON AHU   	1	8200	23/04/2025							
ATUN SOBERANA    	1	6200	23/04/2025							
REXONA V8 MINI   	1	3750	23/04/2025							
JABON BARRA DE   	1	6950	23/04/2025							
QUATRO 1.5       	1	4500	23/04/2025							
COCA COLA ZERO   	1	2250	23/04/2025							
SALSA DE TOMAT   	1	7200	23/04/2025							
ACEITE CAMPO S   	1	19350	23/04/2025							
MARLBORO ICE X   	1	12600	23/04/2025							
MARLBORO ICE X   	1	12600	23/04/2025							
TE HINDU X 12    	1	3950	23/04/2025							
VINO SANZON 75   	1	23100	23/04/2025							
BREVAS DCOSECH   	1	5100	23/04/2025							
CEREZA DCOSECH   	1	4750	23/04/2025							
TOSTADAS INTEG   	1	3500	23/04/2025							
DUCALES TACO X   	1	5600	23/04/2025							
BOLSA PARA EMP   	1	300	23/04/2025							
MARGARINA CAMP   	1	6700	23/04/2025							
SAL REFISAL X    	1	1300	23/04/2025							
MARGARINA LA F   	1	2350	23/04/2025							
ARVEJA AMARILL   	1	4700	23/04/2025							
ESPONJILLON CO   	1	2900	23/04/2025							
AXION DISCO X    	1	1700	23/04/2025							
AXION LIMON D.   	1	2700	23/04/2025							
FRIJOL CABEZA    	1	4850	23/04/2025							
CHUPETA COLA P   	1	5500	23/04/2025							
HELADO ARTESAN   	1	2900	23/04/2025							
HIELO ARTICO X   	3	4500	23/04/2025							
COMPOTA DE MEL   	1	3200	23/04/2025							
SERVICIO DOMIC   	1	1000	23/04/2025							
TOALLA DE COCI   	1	2400	23/04/2025							
COCADA SANTAND   	1	700	23/04/2025							
AZUCAR RIOPAIL   	1	13150	23/04/2025							
VIVE 100 X 100   	1	3500	23/04/2025							
ARROZ FLOR HUI   	1	4600	23/04/2025							
AGUA H2OH 1.5    	1	4000	23/04/2025							
QUESO PARMESAN   	1	11550	23/04/2025							
BOLSA PARA EMP   	1	300	23/04/2025							
ESENCIA VAINIL   	1	4350	23/04/2025							
ESENCIA VAINIL   	1	4350	23/04/2025							
LASAGNA AL HUE   	1	8350	23/04/2025							
CLUB COLOMBIA    	1	18400	23/04/2025							
PANELITAS        	1	500	23/04/2025							
PANELITAS        	1	500	23/04/2025							
TE HINDU X 12    	1	3950	23/04/2025							
GALLETA CLUB S   	1	850	23/04/2025							
HELADO CASERO    	1	2900	23/04/2025							
SALCHICHA SUPE   	1	5850	23/04/2025							
INSECTICIDA BA   	1	12450	23/04/2025							
JABON REY X 30   	1	2800	23/04/2025							
MAIZENA CAJA X   	1	12700	23/04/2025							
BLANQUEADOR CO   	1	2950	23/04/2025							
AGUA BRISA MAN   	1	1300	23/04/2025							
ALPINITO  X 45   	1	1450	23/04/2025							
CHOCORAMO        	1	2250	23/04/2025							
YOX x 100 SURT   	1	2350	23/04/2025							
QUESO D. CREMA   	1	3900	23/04/2025							
JAMON PIETRAN    	1	5500	23/04/2025							
CREMA DE LECHE   	1	3050	23/04/2025							
MANI LA ESPECI   	1	2700	23/04/2025							
FRIJOL SOYA LI   	1	3250	23/04/2025							
CHOCOLATE ZB C   	1	12150	23/04/2025							
HUEVO EXTRA X    	1	16950	23/04/2025							
AGUILA LATA 35   	1	17400	23/04/2025							
CHOCOLATINA JE   	1	900	23/04/2025							
LECHE COORA EN   	1	4600	23/04/2025							
SPAGUETTI DORI   	1	2350	23/04/2025							
SOFLAN SUAVITE   	1	3400	23/04/2025							
COCA COLA LATA   	1	2400	23/04/2025							
SOPA AJINOMEN    	1	2950	23/04/2025							
HUEVO EXTRA X    	1	16950	23/04/2025							
BUBBALOO X UND   	1	200	23/04/2025							
HUEVO AA X 30    	1	15250	23/04/2025							
CAFE AGUILA RO   	1	4900	23/04/2025							
CHOCOLATE LA E   	1	9800	23/04/2025							
MARGARINA LA P   	1	1850	23/04/2025							
HARINA PAN BLA   	1	4000	23/04/2025							
CHORIZO RANCHE   	1	5600	23/04/2025							
RANCHERA X 230   	1	13100	23/04/2025							
DORITOS X 34 G   	1	2000	23/04/2025							
MANZANA POSTOB   	1	5000	23/04/2025							
MANZANA POSTOB   	1	5000	23/04/2025							
BOLSA PARA EMP   	1	300	23/04/2025							
VIVE 100% BEBI   	1	1950	23/04/2025							
COCA COLA 250    	1	1750	23/04/2025							
MUSTANG AZUL X   	1	5600	23/04/2025							
COLOMBIANA CER   	1	3500	23/04/2025							
POLVO DE HORNE   	1	2300	23/04/2025							
MOLDE MIO 071    	1	2500	23/04/2025							
HUEVO EXTRA X    	1	16950	23/04/2025							
CREMA DE LECHE   	1	5100	23/04/2025							
SALCHICHON CER   	1	2500	23/04/2025							
PONQUE RAMO TR   	1	5700	23/04/2025							
BLANCOX x REGU   	1	1650	23/04/2025							
GASEOSA POSTOB   	1	12450	23/04/2025							
PAPAS TOMATE O   	1	2000	23/04/2025							
CHEESE TRIS QU   	1	1600	23/04/2025							
ACHIRAS COLACI   	1	2300	23/04/2025							
TOSTACOS PICAN   	1	1800	23/04/2025							
CHOCOLATINA KI   	1	1500	23/04/2025							
YOGO CEREAL FR   	1	2350	23/04/2025							
ATUN DON SANCH   	1	5400	23/04/2025							
TAMPICO CERO B   	1	1400	23/04/2025							
AGUA PURA CON    	1	3500	23/04/2025							
BOLSA PARA EMP   	1	300	23/04/2025							
CREMA COLGATE    	1	3700	23/04/2025							
PH SCOTT MAXI    	1	2300	23/04/2025							
LECHE DO?A LEC   	1	4200	23/04/2025							
PANELA PASTILL   	1	5400	23/04/2025							
PH FAMILIA MEG   	1	2200	23/04/2025							
MUSTANG AZUL X   	1	5600	23/04/2025							
MOGOLLA TRICER   	1	6700	23/04/2025							
LECHE ALQUERIA   	1	6750	23/04/2025							
PALO ESCOBA UN   	2	2000	23/04/2025							
ALQUERIA M&M 1   	1	3100	23/04/2025							
PONQUE CHOCORA   	1	11150	23/04/2025							
AGUA PURA CON    	1	3500	23/04/2025							
AGUA PURA CON    	1	3500	23/04/2025							
VASO 5 ONZAS T   	3	2250	23/04/2025							
VASO 7 ONZ T T   	1	2200	23/04/2025							
VASO 7 ONZ T T   	1	2200	23/04/2025							
VASO 7 ONZ T T   	1	2200	23/04/2025							
COCA COLA + QU   	1	14950	23/04/2025							
PEDIGREE POUCH   	1	3300	23/04/2025							
CHOCOCONO        	1	2900	23/04/2025							
PALETA COMBINA   	1	1700	23/04/2025							
SH KONZIL COJI   	1	1100	23/04/2025							
JABON CRISTALI   	1	9350	23/04/2025							
PAN PERRO COMA   	1	4200	23/04/2025							
SALCHICHA PERR   	1	5650	23/04/2025							
SALCHICHA PERR   	1	5650	23/04/2025							
ALPISTE LIBRA    	1	3900	23/04/2025							
LECHE COORA DE   	1	4800	23/04/2025							
TODO RICO B.Q    	1	2800	23/04/2025							
TRIDENT EVUP S   	1	4000	23/04/2025							
AGUA CRISTAL X   	1	1200	23/04/2025							
AZUCAR MANUELI   	1	2600	23/04/2025							
CAFE AGUILA RO   	1	4900	23/04/2025							
PAN TAJADO MAN   	1	5100	23/04/2025							
PROTECTOR CARE   	1	2000	23/04/2025							
SALSA DE TOMAT   	1	1600	23/04/2025							
PANELA PARTIDA   	1	10500	23/04/2025							
SAL REFISAL KI   	1	2400	23/04/2025							
HIT PET 1.5 SU   	1	5050	23/04/2025							
PH ELITE DUO T   	1	2250	23/04/2025							
GALLETAS QUAKE   	1	1700	23/04/2025							
GALLETAS QUAKE   	1	1700	23/04/2025							
PAPA SUPER RIC   	1	6800	23/04/2025							
GALLETA WAFER    	1	3200	23/04/2025							
HUEVO A BOLSA    	1	2500	23/04/2025							
PANELA PASTILL   	1	2700	23/04/2025							
AVENA DON PANC   	1	2250	23/04/2025							
PAPA SUPER RIC   	1	2100	23/04/2025							
PAPA SUPER RIC   	1	2100	23/04/2025							
PAPA SUPER RIC   	1	2100	23/04/2025							
PAPA SUPER RIC   	1	2100	23/04/2025							
PAPA SUPER RIC   	1	2100	23/04/2025							
PAPA SUPER RIC   	1	2100	23/04/2025							
YOGO-YOGO ALPI   	1	11150	23/04/2025							
ACEITE RIQUISI   	1	9600	23/04/2025							
BOLSA PARA EMP   	1	300	23/04/2025							
PANELA PASTILL   	1	5400	23/04/2025							
GALLETAS TOSH    	1	9000	23/04/2025							
LOZACREM LIQ L   	1	8150	23/04/2025							
VASO 5 ONZAS T   	1	2250	23/04/2025							
CLAVO PEPA EL    	1	1500	23/04/2025							
CLAVO PEPA EL    	1	1500	23/04/2025							
GASEOSA COLOMB   	1	5000	23/04/2025							
VASO 5 ONZAS T   	1	2250	23/04/2025							
VASO 5 ONZAS T   	1	2200	23/04/2025							
SPARKIES LINEA   	1	200	23/04/2025							
GATORADE TROPI   	1	6700	23/04/2025							
PH SCOTT X 4 C   	1	6900	23/04/2025							
NESTUM TRIGO M   	1	21200	23/04/2025							
CAFE SELLO ROJ   	1	15800	23/04/2025							
COSTE?A LATA 3   	1	11850	23/04/2025							
ATUN DON SANCH   	1	5400	23/04/2025							
ABLANDA CARNES   	1	1550	23/04/2025							
LECHE COORA EN   	1	3450	23/04/2025							
QUESO D.CREMA    	1	7450	23/04/2025							
AREPA PAISA ME   	1	2400	23/04/2025							
AREPA LA GIRAL   	1	3400	23/04/2025							
ARROZ DIANA LI   	1	2350	23/04/2025							
ATUN DON SANCH   	1	2900	23/04/2025							
HUEVO X 15 UND   	1	8550	23/04/2025							
PAX CALIENTE L   	1	2500	23/04/2025							
CHOCORAMO        	1	2250	23/04/2025							
FRUTI?O SURTID   	1	850	23/04/2025							
FRUTI?O SURTID   	1	850	23/04/2025							
DESOD BALANCE    	1	1300	23/04/2025							
DESOD BALANCE    	1	1300	23/04/2025							
AGUA CRISTAL 6   	1	3800	23/04/2025							
CHOCOLATINA JU   	1	3100	23/04/2025							
HUEVO EXTRA UN   	6	600	23/04/2025							
FELIX LATA F.    	1	5100	23/04/2025							
JUGO HIT SURTI   	1	4000	23/04/2025							
AGUA PURA CON    	1	3500	23/04/2025							
BOMBILLO SYLVA   	1	4250	23/04/2025							
HUEVO EXTRA X    	1	16950	23/04/2025							
CLOROX CTE X 4   	1	1650	23/04/2025							
DURAZNO COORAT   	1	9400	23/04/2025							
CREMA DE PEINA   	1	1100	23/04/2025							
CREMA DE PEINA   	1	1100	23/04/2025							
PAPA MARGARITA   	1	2200	23/04/2025							
CHEETOS FLAMIN   	1	3000	23/04/2025							
COCA COLA 250    	1	1750	23/04/2025							
LECHE COORA EN   	1	3450	23/04/2025							
BARRA DE CHOCO   	1	1600	23/04/2025							
GALLETA MINI C   	3	1300	23/04/2025							
CHOCOLATE LA E   	1	9800	23/04/2025							
MANJAR DIANITA   	1	10700	23/04/2025							
PONY MALTA PET   	1	1350	23/04/2025							
CIGARRILLO L&M   	1	4300	23/04/2025							
ARROZ SUPREMO    	1	4700	23/04/2025							
SARDINA SOBERA   	1	4350	23/04/2025							
YOGURT ALPINA    	1	3000	23/04/2025							
GALLETA DANESA   	1	2200	23/04/2025							
QUESO CREMA CO   	1	5800	23/04/2025							
DORITOS X 34 G   	1	2000	23/04/2025							
SH DOVE CJN RE   	1	1100	23/04/2025							
SH DOVE CJN RE   	1	1100	23/04/2025							
CEREAL FLIPS D   	1	4800	23/04/2025							
LECHE COORA EN   	1	3450	23/04/2025							
LECHE COORA DE   	1	4800	23/04/2025							
2 FUSE LIMON N   	1	6950	23/04/2025							
CALADITOS MANT   	1	6100	23/04/2025							
CALADITOS MANT   	1	6100	23/04/2025							
TOSTADAS BIMBO   	1	6600	23/04/2025							
PONQUE RAMO TR   	1	5700	23/04/2025							
PINGUINOS COOK   	1	4000	23/04/2025							
VITACHOCOLATE    	1	8450	23/04/2025							
VITACHOCOLATE    	1	8450	23/04/2025							
VITACHOCOLATE    	1	8450	23/04/2025							
CHOCOLATE LUKE   	1	5650	23/04/2025							
CHOCOLATE LUKE   	1	9450	23/04/2025							
LUKER AMARGO C   	1	11300	23/04/2025							
HUEVO AA X 30    	1	15250	23/04/2025							
PANELA PASTILL   	1	5400	23/04/2025							
PANELA PASTILL   	1	5400	23/04/2025							
HARINA AREPA-R   	1	4300	23/04/2025							
HARINA AREPA-R   	1	4300	23/04/2025							
HARINA AREPA-R   	1	4300	23/04/2025							
MARGARINA LA P   	1	1850	23/04/2025							
MARGARINA LA P   	1	1850	23/04/2025							
CREMA MAGGI PO   	1	3600	23/04/2025							
BASE MAGGI BEC   	1	4550	23/04/2025							
BASE MAGGI CAR   	1	4600	23/04/2025							
SAL REFISAL MA   	1	2250	23/04/2025							
ARROZ DIANA X    	1	22900	23/04/2025							
AGUA PURA CON    	1	3500	23/04/2025							
PASTILLA RAID    	1	1300	23/04/2025							
CHEETOS MAXI N   	1	1600	23/04/2025							
HUEVO A BOLSA    	1	2500	23/04/2025							
CHUNKY ADULTO    	1	15800	23/04/2025							
HUEVO EXTRA X    	1	16950	23/04/2025							
AREPA LA GIRAL   	1	3400	23/04/2025							
LECHE COORA DE   	1	4800	23/04/2025							
BOLSA PARA EMP   	1	300	23/04/2025							
SALCHICHA MANG   	1	3200	23/04/2025							
PANELA DE 1/2    	1	1300	23/04/2025							
MAIZ PETO LIBR   	1	1450	23/04/2025							
SPAGHETTI NIEV   	1	2550	23/04/2025							
LECHE COORA EN   	1	4600	23/04/2025							
HALLS BARRA UN   	1	1600	23/04/2025							
PONQUE GALA SU   	1	1900	23/04/2025							
FRIJOL BOLA RO   	1	5750	23/04/2025							
PH COORATIENDA   	1	5400	23/04/2025							
PONQUE RAMO TR   	1	5700	23/04/2025							
TOSTADAS INTEG   	1	7250	23/04/2025							
CHOCOLATE ZB C   	1	12150	23/04/2025							
CLUB COLOMBIA    	1	3200	23/04/2025							
CLUB COLOMBIA    	1	3200	23/04/2025							
ACEITE OLIOSOY   	1	10200	23/04/2025							
COCA COLA 400    	1	2500	23/04/2025							
HUEVO A BOLSA    	1	2500	24/04/2025							
GALLETA SALTIN   	1	5950	24/04/2025							
PONQUE RAMO TR   	1	5700	24/04/2025							
MARGARINA LA F   	1	2350	24/04/2025							
ARROZ ROA X 5    	1	22400	24/04/2025							
HUEVO A X 30 U   	1	14100	24/04/2025							
TH NOSOTRAS IN   	1	11850	24/04/2025							
CREMA DENT COL   	1	12700	24/04/2025							
SUAVITEL COMPL   	1	3600	24/04/2025							
BLANQUEADOR LI   	1	1950	24/04/2025							
BOLSA PARA EMP   	2	300	24/04/2025							
ALGODON JGB X    	1	2500	24/04/2025							
FRIJOL BOLA RO   	1	5750	24/04/2025							
PAPA SUPER RIC   	1	2000	24/04/2025							
AZUCAR MANUELI   	1	2600	24/04/2025							
AZUCAR MANUELI   	1	2600	24/04/2025							
AZUCAR MANUELI   	1	2600	24/04/2025							
ARROZ FLOR HUI   	1	2300	24/04/2025							
VASO 5 ONZAS T   	1	2250	24/04/2025							
VASO 5 ONZAS T   	1	2250	24/04/2025							
VASO 5 ONZAS T   	1	2250	24/04/2025							
CAFE AGUILA RO   	1	14100	24/04/2025							
AXION DISCO X    	1	1700	24/04/2025							
FELIX ATUN POU   	1	3350	24/04/2025							
CAFE AGUILA RO   	1	17300	24/04/2025							
CAFE AGUILA RO   	1	17300	24/04/2025							
COCA COLA 250    	1	1750	24/04/2025							
CANADA DRY PET   	1	4800	24/04/2025							
ACEITE GOURMET   	1	9650	24/04/2025							
AGUA PURA CON    	1	3500	24/04/2025							
AGUA CRISTAL P   	1	14200	24/04/2025							
SERVICIO DOMIC   	1	1000	24/04/2025							
JABON REY TRIO   	1	8150	24/04/2025							
RINGO ADULTO O   	1	5800	24/04/2025							
HOJUELA DE MAI   	1	4900	24/04/2025							
RINGO ADULTO O   	1	5800	24/04/2025							
SPAGHETTI DORI   	1	4900	24/04/2025							
VIVE 100 ACAI    	1	2500	24/04/2025							
ROTHMANS BLANC   	1	4200	24/04/2025							
ARROZ ROA X 3    	1	13500	24/04/2025							
AJI PAJARITO     	1	5400	24/04/2025							
CERA EGO PEINA   	1	1500	24/04/2025							
RANCHERA X 3 U   	1	4200	24/04/2025							
ACEITE SOLISOY   	1	3950	24/04/2025							
SAL MI SAL X 1   	1	2000	24/04/2025							
MAIZ ROCOL COO   	1	1700	24/04/2025							
VASO 5 ONZAS T   	1	2200	24/04/2025							
BOLSA PARA EMP   	1	300	24/04/2025							
LIMPIAPISOS LA   	1	3300	24/04/2025							
HIELO ARTICO X   	3	4500	24/04/2025							
COCA COLA 3 LT   	1	48350	24/04/2025							
JABON PUMA DAD   	1	12600	24/04/2025							
HARINA DE TRIG   	1	2250	24/04/2025							
HUEVO EXTRA UN   	3	600	24/04/2025							
